COUNTRY,TITLE,DESC,DATE,SECTOR,THTYPE,NOTE,NOTE2,YEAR,,,,
US,Ex-employee booked with stealing identities of Kenner retirement home residents,"Michelle Hunter reports: Kenner police have arrested a Metairie woman on charges of stealing identity information from more than 15 residents at a retirement home and using it to open credit card and bank accounts. Authorities had been looking for Kayla Bradley, 23, for almost two years, said Lt. Brian McGregor, spokesman for the Police <a href='https://www.databreaches.net/ex-employee-booked-with-stealing-identities-of-kenner-retirement-home-residents/' class='excerpt-more'>[...]</a>","Sat, 31 Jan 2015 20:53:56 +0000",ID Theft,Insider,Miscellaneous,,2015,,,,
US,CA: Victor Valley College hit by computer security breach; entire IT dept. put on paid leave,"This is an odd one. Brook Self reports: The entire Victor Valley College Information Technology Department has been placed on paid administrative leave while campus police and an outside company investigate a breach in security protocol, President Roger Wagner said Thursday. While emphasizing that no private student or employee information had been compromised, Wagner said <a href='https://www.databreaches.net/ca-victor-valley-college-hit-by-computer-security-breach-entire-it-dept-put-on-leave/' class='excerpt-more'>[...]</a>","Sat, 31 Jan 2015 20:53:13 +0000",Education Sector,,,,2015,,,,
Non-US,Isle of Man transport chiefs apologize after security breach on pupils_„_ bus cards,"From the see-what-you-find-when-you-actually-investigate dept.: There&#8217;s an update to a previously noted breach. IOM reports: The Department of Infrastructure has been criticised after a member of the public saw another person_„_s details &#8211; including an ex-directory phone number &#8211; while using the online service in December. As‘_we reported on Tuesday,‘_data protection supervisor Iain McDonald said _„ƒpublic <a href='https://www.databreaches.net/isle-of-man-transport-chiefs-apologize-after-security-breach-on-pupils-bus-cards/' class='excerpt-more'>[...]</a>","Sat, 31 Jan 2015 15:15:38 +0000",Exposure,Government Sector,,Subcontractor,2015,,,,
US,"TX: Home Depot IT employee stole 36,000 customers_„_ credit card numbers","KXAN reports: A Round Rock man is going to federal prison for stealing credit card information from customers at Home Depot. Prosecutors say Daniel Marquardt worked in the IT department for The Home Depot in Austin. Investigators say he stole credit card info from more than 36,000 customers, then tried to sell it online. Marquardt <a href='https://www.databreaches.net/tx-home-depot-it-employee-stole-36000-customers-credit-card-numbers/' class='excerpt-more'>[...]</a>","Sat, 31 Jan 2015 12:51:57 +0000",Business Sector,ID Theft,Insider,,2015,,,,
US,Palatine Police Charge Fremd Student For Allegedly Sending Offensive Email,"From the no-surprise-there-dept.: An 18-year-old Fremd High School senior from Schaumburg was charged by Palatine police today (Friday) with misdemeanor disorderly conduct for sending an offensive email. According to police, on Tuesday, Jan. 27, an email message containing an offensive image was sent to student email accounts at both Fremd and Palatine high schools. Police <a href='https://www.databreaches.net/palatine-police-charge-fremd-student-for-allegedly-sending-offensive-email/' class='excerpt-more'>[...]</a>","Sat, 31 Jan 2015 00:03:36 +0000",Education Sector,Insider,,,2015,,,,
US,UMass Memorial Medical Group reports data breach (updated),"Samantha Allen reports: UMass Memorial Medical Group said Friday it is working with law enforcement after a former employee allegedly accessed billing records that contained credit card and debit card information, Social Security numbers, dates of birth, and medical record numbers. The medical group, part of UMass Memorial Health Care, said it was given permission <a href='https://www.databreaches.net/umass-memorial-medical-group-reports-data-breach/' class='excerpt-more'>[...]</a>","Fri, 30 Jan 2015 22:13:08 +0000",Uncategorized,,,,2015,,,,
US,Florida Man Sentenced In Identity Theft Scheme Using Inmate and Lexis Customer Information,"A St. Lucie County resident was sentenced to 70 months in prison, followed by three years of supervised release. Patrick J. Ward‘_previously pled guilty to one count of possessing fifteen or more access devices and one count of aggravated identity theft. According to court documents, during a search warrant of Ward_„_s residence, law enforcement recovered <a href='https://www.databreaches.net/florida-man-sentenced-in-identity-theft-scheme-using-inmate-and-lexis-customer-information/' class='excerpt-more'>[...]</a>","Fri, 30 Jan 2015 21:26:26 +0000",Business Sector,Government Sector,ID Theft,Insider,2015,,,,
US,Former Detroit cop gets up to 20 years prison for filing false identity theft reports,"Khalil AlHajal reports: A former police officer convicted of racketeering last year was sentenced Friday to a minimum of two years and six months, and up to 20 years in prison Friday, according to Michigan Attorney General Bill Schuette. Tamboura Jackson, 41, of Clinton Township, was suspended and later resigned from the Detroit Police Department <a href='https://www.databreaches.net/former-detroit-cop-gets-up-to-20-years-prison-for-filing-false-identity-theft-reports/' class='excerpt-more'>[...]</a>","Fri, 30 Jan 2015 21:03:00 +0000",ID Theft,,,,2015,,,,
US,VT: Security breach at local dry cleaners,Rachel Karcz reports‘_Fabricare‘_has been hacked and customer credit card data was stolen. ‘_View the news segment on‘_WPTZ. A copy of Fabricare&#8217;s notification to customers was uploaded today to the Vermont Attorney General&#8217;s site here (pdf). The short version: If you used a credit card at any one of our locations between April 1st 2014 and <a href='https://www.databreaches.net/vt-security-breach-at-local-dry-cleaners/' class='excerpt-more'>[...]</a>,"Fri, 30 Jan 2015 19:05:13 +0000",Business Sector,Hack,,,2015,,,,
US,MA: Life Care Center of Attleboro Notifies Former Patients and Employees of Missing Records,"Patients‘_at Life Care Center of Attleboro between 1992 and 2004, in 2006, or in 2011, may have been affected by a breach involving paper records.‘_The breach involved storage vendor‘_Iron Mountain, ‘_who was unable to locate the records during a limited audit. Although neither Iron Mountain nor Life Care Center of Attleboro seem to suspect data <a href='https://www.databreaches.net/ma-life-care-center-of-attleboro-notifies-former-patients-and-employees-of-missing-records/' class='excerpt-more'>[...]</a>","Tue, 31 Mar 2015 23:58:18 +0000",Health Data,Lost or Missing,,,2015,,,,
US,More details on the French Lick Resort payment card breach,"In January, French Lick Resort in Indiana disclosed a malware-related breach affecting payment card data. On January 31, attorneys for Blue Sky Casino, LLC, the parent company, formally notified the Maryland Attorney General&#8217;s of the incident. The notification provides additional details on the incident, including the fact that the firm sent out 87,975 notification letters <a href='https://www.databreaches.net/more-details-on-the-french-lick-resort-payment-card-breach/' class='excerpt-more'>[...]</a>","Tue, 31 Mar 2015 22:52:49 +0000",Business Sector,ID Theft,Malware,,2015,,,,
US,Florida Department of State confirms data breach,Florida&#8217;s Department of State has now issued a press release about a breach first‘_reported on this site yesterday. Here&#8217;s their statement: The Florida Division of Elections has learned of the inadvertent release of non-confidential voter information that occurred in March following the fulfillment of voter registration record extract requests. The Division of Elections has confirmed <a href='https://www.databreaches.net/florida-department-of-state-confirms-data-breach/' class='excerpt-more'>[...]</a>,"Tue, 31 Mar 2015 16:18:35 +0000",Breach Incidents,Exposure,Government Sector,,2015,,,,
US,Zappos data breach settlement falls apart over attorneys_„_ fees,"Back in January 2012, Zappos, which is owned by Amazon,‘_disclosed that it had been hacked and that they were notifying more than 24 million customers. Less than one week later, the first lawsuit had been filed. Shortly thereafter, state attorneys general opened their own investigation into the breach. In January 2015, Zappos settled with the <a href='https://www.databreaches.net/zappos-data-breach-settlement-falls-apart-over-attorneys-fees/' class='excerpt-more'>[...]</a>","Tue, 31 Mar 2015 15:17:41 +0000",Business Sector,Hack,,,2015,,,,
US,FL: Hundreds of files with personal information left in Lee County dumpster,"Adam Wright reports that more than a dozen boxes of files containing Social Security numbers, driver&#8217;s license numbers, and credit card information were found in a dumpster behind a warehouse in Lee County. Schaefer says the files in the boxes belong to the company Coral Palm Auto Sales in Fort Myers. The business in question <a href='https://www.databreaches.net/fl-hundreds-of-files-with-personal-information-left-in-lee-county-dumpster/' class='excerpt-more'>[...]</a>","Tue, 31 Mar 2015 11:52:30 +0000",Business Sector,Exposure,Paper,,2015,,,,
US,IL: Bradley University Reports Data Breach,As seen on their web site: Bradley University has reported a breach of personally identifiable information that may affect current employees and their family members. An internal investigation conducted over the last several days discovered malware (malicious software) on two University computers containing personal identifiable information. The malware may have captured personal information including social <a href='https://www.databreaches.net/il-bradley-university-reports-data-breach/' class='excerpt-more'>[...]</a>,"Tue, 31 Mar 2015 01:36:16 +0000",Education Sector,Malware,,,2015,,,,
US,5 Biggest Hosting Companies hacked by Syrian Electronic Army,"Swati Khandelwal reports: Once again,‘_Syrian Electronic Army (SEA)‘_has gain media attention by compromising a number of popular web hosting brands of one of the leading web-hosting companies Endurance International Group INC that manages over 60 different hosting brands. SEA, a pro-hacker group supposed to be aligned with Syrian President Bashar al-Assad, is famous for hacking <a href='https://www.databreaches.net/5-biggest-hosting-companies-hacked-by-syrian-electronic-army/' class='excerpt-more'>[...]</a>","Tue, 31 Mar 2015 00:54:44 +0000",Business Sector,Hack,Of Note,,2015,,,,
US,"Let_„_s send an unencrypted thumb drive via mail. What can possibly go wrong, right?","No, Human Resource Advantage. You do not get to put an unencrypted thumb drive with employee records in the regular mail to TrustHCS‘_and then claim you take the security of personal information in your control &#8220;very seriously.&#8221; From your own investigation, that drive contained names, Social Security numbers, dates of birth, bank account information, postal <a href='https://www.databreaches.net/lets-send-an-unencrypted-thumb-drive-via-mail-what-can-possibly-go-wrong-right/' class='excerpt-more'>[...]</a>","Mon, 30 Mar 2015 23:29:53 +0000",Business Sector,Commentaries and Analyses,Lost or Missing,Subcontractor,2015,,,,
US,Delaware_„_s _„ñComputer Security Breaches_„ù Law Needs an Overhaul,"Chuck Kunz III of Morris James, LLP argues that Delaware&#8217;s data breach notification law needs amendments. ‘_You can read his analysis of the weaknesses in the current statute and why he thinks proposed amendments are unsatisfactory on JDSupra.","Mon, 30 Mar 2015 21:39:10 +0000",Breach Laws,Commentaries and Analyses,,,2015,,,,
US,GA: Identity thieves strike United Way,"Aimee Jones reports: Doris Strickland, director of the Newton County United Way, contacted the Sheriff_„_s Office Friday to report that the computer she uses at the United Way office for business was hacked through her email. She reported that she changed all her passwords, but discovered nearly $1,400 had been charged at several restaurants on <a href='https://www.databreaches.net/ga-identity-thieves-strike-united-way/' class='excerpt-more'>[...]</a>","Mon, 30 Mar 2015 20:17:44 +0000",Hack,ID Theft,Miscellaneous,,2015,,,,
UK,UK: Dumfries and Galloway Council data breach actions accepted,An update from the BBC about a breach I hadn&#8217;t spotted before: The Information Commissioner&#8217;s Office has said it is satisfied with Dumfries and Galloway Council&#8217;s actions in the wake of a data protection breach. It followed the inadvertent release of personal information which was later posted on the internet. It is understood that the <a href='https://www.databreaches.net/uk-dumfries-and-galloway-council-data-breach-actions-accepted/' class='excerpt-more'>[...]</a>,"Fri, 01 May 2015 01:34:52 +0000",Breach Incidents,Exposure,Government Sector,,2015,,,,
Non-US,Senator Leahy introduces Consumer Privacy Protection Act; federal data breach notification law,"Eric Chabrow reports: Privacy advocates in the Senate have unveiled a national data breach notification bill that would allow states to keep their own laws if they provide more stringent reporting and privacy protections than offered by the federal government. The‘_Consumer Privacy Protection Act, introduced April 30, is sponsored by Sen. Patrick Leahy of Vermont <a href='https://www.databreaches.net/senator-leahy-introduces-consumer-privacy-protection-act-federal-data-breach-notification-law/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 22:03:48 +0000",Breach Laws,Federal,Of Note,,2015,,,,
Non-US,CareerBuilder listings used as Phishing platform,"Steve Ragan reports: Researchers at Proofpoint recently discovered a Phishing campaign that originated form select job postings on CareerBuilder. Taking advantage of the notification system the job portal uses, the attacker uploaded malicious attachments instead of rÍ©sumÍ©s, which in turn forced CareerBuilder to act as a delivery vehicle for Phishing emails. The scam is both <a href='https://www.databreaches.net/careerbuilder-listings-used-as-phishing-platform/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 21:49:27 +0000",Business Sector,Malware,,,2015,,,,
Non-US,DOJ Issues Data Breach Guidance,"Alston &#38; Bird write: On Wednesday, April 29, 2015, the Department of Justice Computer Crime and Intellectual Property Section (CCIPS) Cybersecurity Unit issued new, detailed‘_guidance‘_on data breach incident response best practices.‘_ The document was announced at an‘_invitation-only round table hosted by DOJ‘_and provides guidance on what DOJ regards as _„ñbest practices for victims and potential <a href='https://www.databreaches.net/doj-issues-data-breach-guidance/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 21:40:19 +0000",Commentaries and Analyses,Of Note,,,2015,,,,
Non-US,Ca: Privacy commissioner investigating Sask. premier_„_s office,"Mike McKinnon‘_reports: The office of Saskatchewan_„_s privacy commissioner has officially launched an investigation into an alleged privacy breach by the premier_„_s office. Peter Bowden, a health care aide who‘_went public on March 30‘_with concerns about the Saskatoon care home he works at, accused Premier Brad Wall and his chief of operations and communications, Kathy Young, <a href='https://www.databreaches.net/ca-privacy-commissioner-investigating-sask-premiers-office/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 21:26:58 +0000",Exposure,Government Sector,,,2015,,,,
US,UC Berkeley announces another data breach,"Their announcement: UC Berkeley officials announced today (Thursday, April 30) that they are sending alert notices to current students and other individuals regarding a computer data breach that may have resulted in unauthorized access to their Social Security numbers or other personal information. There is no evidence that such information has actually been used, but <a href='https://www.databreaches.net/uc-berkeley-announces-another-data-breach/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 20:47:01 +0000",Education Sector,Hack,,,2015,,,,
US,Confidential information exposed over 300 times in ICANN security snafu,"Kieren McCarthy reports: Two months after claiming there was &#8220;no indication&#8221; that confidential information was exposed in a security cock-up, domain name overseer ICANN has‘_admitted‘_it happened on at least 330 occasions. Following an audit of its main customer portal, the organization confirmed what we‘_reported at the start of March: that misconfigured Salesforce software had given <a href='https://www.databreaches.net/confidential-information-exposed-over-300-times-in-icann-security-snafu/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 20:29:53 +0000",Exposure,Miscellaneous,,,2015,,,,
US,Phishing attack hits another healthcare system,"Partners Healthcare System has become the latest healthcare system to disclose that patient data was compromised by employees falling for phishing attacks: Partners HealthCare System, Inc. and its affiliated institutions and hospitals, including Brigham and Women_„_s Hospital, Brigham and Women_„_s Faulkner Hospital, Massachusetts General Hospital,North Shore Medical Center, Partners Continuing Care, and Newton-Wellesley Hospital (_„ñPartners <a href='https://www.databreaches.net/phishing-attack-hits-another-healthcare-system/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 20:23:21 +0000",Health Data,Malware,Of Note,,2015,,,,
US,Technical College of the Lowcountry notifies students whose SSN were exposed online by third party,"On April 27, the Technical College of the Lowcountry‘_in Beaufort, South Carolina, disclosed a breach involving high school students who had enrolled in a program they offered. Here is their first statement: On Thursday, April 23, 2015, the Technical College of the Lowcountry was notified of a possible data security incident involving the online publication <a href='https://www.databreaches.net/technical-college-of-the-lowcountry-notifies-students-whose-ssn-were-exposed-online-by-third-party/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 13:41:17 +0000",Education Sector,Exposure,Subcontractor,,2015,,,,
US,Theft of private data on 900 L.A. County-USC patients investigated,"Veronica Rocha reports: Officials are investigating a security and privacy breach affecting 900 patients who were treated at the Los Angeles County-USC Medical Center_„_s mental health facility. The breach was discovered April 3 during a search of the home of a nurse who was employed at the Augustus F. Hawkins Mental Health Center, said Michael <a href='https://www.databreaches.net/theft-of-private-data-on-900-l-a-county-usc-patients-investigated/' class='excerpt-more'>[...]</a>","Thu, 30 Apr 2015 01:15:43 +0000",Health Data,Insider,Paper,Theft,2015,,,,
US,"Locker ransomware author dumps database of private keys, apologizes","Wow. Seen on Pastebin last night: Hi, I am the author of the Locker ransomware and I&#8217;m very sorry about that has happened. It was never my intention to release this. I uploaded the database to mega.co.nz containing &#8220;bitcoin address, public key, private key&#8221; as CSV. This is a dump of the complete database and <a href='https://www.databreaches.net/locker-ransomware-author-dumps-database-of-private-keys-apologizes/' class='excerpt-more'>[...]</a>","Sun, 31 May 2015 13:05:50 +0000",Malware,Of Note,,,2015,,,,
Non-US,French Data Protection Authority Reveals 2015 Inspection Program,"Hunton &#38; Williams writes: On May 25, 2015, the French Data Protection Authority (_„ñCNIL_„ù)‘_released‘_its long-awaited annual inspection program for 2015. Under French data protection law, the CNIL may conduct four types of inspections: (1) on-site inspections (i.e., the CNIL may visit a company_„_s facilities and access anything that stores personal data); (2) document reviews (i.e., <a href='https://www.databreaches.net/french-data-protection-authority-reveals-2015-inspection-program/' class='excerpt-more'>[...]</a>","Sun, 31 May 2015 12:50:00 +0000",Commentaries and Analyses,,,,2015,,,,
Non-US,Data breach liability: confidentiality vs. privacy,"Glynna Christian and Nikki Mondschein of Kaye Scholer LLP provide food for thought for‘_businesses and covered entities when‘_reviewing contracts with IT service providers: IT service providers, particularly cloud service providers, increasingly are resisting unlimited liability for breaches of privacy and data security obligations in their customer agreements. Instead, they offer unlimited liability for breaches of <a href='https://www.databreaches.net/data-breach-liability-confidentiality-vs-privacy/' class='excerpt-more'>[...]</a>","Sun, 31 May 2015 12:38:32 +0000",Commentaries and Analyses,Of Note,Uncategorized,,2015,,,,
Non-US,NJ: Hackers Steal $240K From Mahwah Businessman_„_s Bank Account,"Sean Adams reports: In Mahwah, hackers set their sights on a local businessman and obtained‘_enough of his personal information to convince his bank to wire $240,000 overseas. Police Chief James Batelli said they even hijacked the man_„_s phone number, so when the bank called to verify _„ñThat is call forwarded to Brussels and the person <a href='https://www.databreaches.net/nj-hackers-steal-240k-from-mahwah-businessmans-bank-account/' class='excerpt-more'>[...]</a>","Sat, 30 May 2015 20:32:35 +0000",Financial Sector,Hack,ID Theft,,2015,,,,
UK,UK: Former The Gas Superstore employee sentenced for revenge hacking,"Here we go again: another disgruntled former employee with IT skills wrecks havoc on their former employer. The Leicester Mercury reports‘_that The Gas Superstore lost ‘£41,000 and had to stop trading for three days because of Andrew Kenneth Plumb&#8217;s actions. Reporter Suzy Gibson notes: He cancelled customers&#8217; deliveries and uploaded pictures of Coronation Street characters, <a href='https://www.databreaches.net/uk-former-the-gas-superstore-employee-sentenced-for-revenge-hacking/' class='excerpt-more'>[...]</a>","Sat, 30 May 2015 15:24:03 +0000",Business Sector,Insider,,,2015,,,,
US,FL: Former Employee of the US. Postal Service and Co-Defendant Sentenced for Identity Theft Tax Refund Fraud Scheme,"Two individuals, including a former employee of the US. Postal Service, have been sentenced for their participation in an identity theft tax refund fraud scheme.‘_Shawn Hawes, 34, of Miami, was sentenced to 62 months in prison, followed by three years of supervised release.‘_‘_Kelly Urseles Roberts, 39, of Miami, was sentenced on May 19, 2015 to <a href='https://www.databreaches.net/fl-former-employee-of-the-u-s-postal-service-and-co-defendant-sentenced-for-identity-theft-tax-refund-fraud-scheme/' class='excerpt-more'>[...]</a>","Sat, 30 May 2015 14:45:08 +0000",Government Sector,ID Theft,Insider,,2015,,,,
US,France to enlist hackers to tackle jihadists,"France&#8217;s Prime Minister Manuel Valls has announced that he plans to turn to computer hackers, often the scourge of governments worldwide, in order to infiltrate online jihadist networks. Read more on The Local (FR).","Sat, 30 May 2015 14:21:58 +0000",Uncategorized,,,,2015,,,,
Non-US,Woolworths leaks $1 million of gift cards in massive data breach debacle,"Oops. Grocery giant Woolworths has scrambled to cancel over‘_$1 million worth of shopping vouchers after a massive leak of customer data, in which it‘_mistakenly emailed the redeemable‘_codes of‘_8000 gift cards containing the customers&#8217;‘_names and‘_email addresses. Fairfax Media has obtained a copy of the email which contained an excel spreadsheet with the names and email address <a href='https://www.databreaches.net/woolworths-leaks-1-million-of-gift-cards-in-massive-data-breach-debacle/' class='excerpt-more'>[...]</a>","Sat, 30 May 2015 14:11:07 +0000",Business Sector,Exposure,,,2015,,,,
Non-US,Analysis of Yemen Cyber Army data dump,"Earlier today, I noted that the Yemen Cyber Army (YCA) had dumped another 1,000,000 records they obtained by hacking the Saudi Ministry of Foreign Affairs. This latest dump is visa data. Here&#8217;s a bit of a summary of the newest data: The compressed file is 73.4 MB; uncompressed, it&#8217;s one text file of 362 MB. <a href='https://www.databreaches.net/analysis-of-yemen-cyber-army-data-dump/' class='excerpt-more'>[...]</a>","Fri, 29 May 2015 23:42:11 +0000",Government Sector,Hack,,Of Note,2015,,,,
Non-US,"Data stolen during hack attack on German parliament, Berlin says","Reuters reports: A spokeswoman for Germany&#8217;s lower house of parliament, the Bundestag, confirmed that hackers had managed to steal data during the cyber attack two weeks ago. She described the detection of several data leaks. Details are unclear as to which specific offices the so-called &#8220;scattered data outflows&#8221; originated from, or what information they contained. <a href='https://www.databreaches.net/data-stolen-during-hack-attack-on-german-parliament-berlin-says/' class='excerpt-more'>[...]</a>","Fri, 29 May 2015 23:00:38 +0000",Government Sector,Hack,,,2015,,,,
Non-US,"In addition to monetary penalty, South Wales Police asked to sign undertaking","Last month, it was revealed that the‘_ICO hit‘_South Wales Police‘_with a‘_‘£160,000 fine‘_for losing a video recording which formed part of the evidence in a sexual abuse case. Yesterday, the ICO announced that the SWP ‘_signed an undertaking to comply with the seventh data protection principle. As of May, there had‘_still been no policies and procedures <a href='https://www.databreaches.net/in-addition-to-monetary-penalty-south-wales-police-asked-to-sign-undertaking/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 23:08:55 +0000",Government Sector,Lost or Missing,,,2015,,,,
Non-US,Top VPNs Leak Sensitive User Information _„_ Report,Phil Muncaster reports: New research has revealed that 14 of the world_„_s most popular VPN services leak sensitive customer data _„_ in many cases because they don_„_t yet protect IPv6 traffic. Researchers from Queen Mary University of London (QMUL) and the University of Rome launched the‘_findings in a paper‘_at the Privacy Enhancing Technologies Symposium today. <a href='https://www.databreaches.net/top-vpns-leak-sensitive-user-information-report/' class='excerpt-more'>[...]</a>,"Tue, 30 Jun 2015 22:55:37 +0000",Commentaries and Analyses,,,,2015,,,,
US,Miami Resident Pleads Guilty in Identity Theft Tax Fraud Scheme Involving Thousands of Deceased and Other Individuals_„_ Personal Identifying Information,"A Miami resident pled guilty for participating in an identity theft tax fraud scheme involving thousands of deceased and other individuals_„_ personal identifying information (PII). Yovaris Pardo, 40, of Miami, pled guilty to one count of possessing a counterfeit access device, in violation of Title 18, United States Code, Section 1029(a)(1), one count of possessing <a href='https://www.databreaches.net/miami-resident-pleads-guilty-in-identity-theft-tax-fraud-scheme-involving-thousands-of-deceased-and-other-individuals-personal-identifying-information/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 22:53:18 +0000",ID Theft,,,,2015,,,,
US,NY IG: Group home supervisor charged with identity theft,Rick Karlin reports: The supervisor of a cluster of Long Island group homes for the disabled is charged with stealing the identity of a client. Blossom Officer Thame is charged with using a client_„_s name to open a PSE&#38;G electricity account. She is a treatment team leader for the State Office of People with Developmental <a href='https://www.databreaches.net/ny-ig-group-home-supervisor-charged-with-identity-theft/' class='excerpt-more'>[...]</a>,"Tue, 30 Jun 2015 22:52:00 +0000",Government Sector,ID Theft,Insider,,2015,,,,
US,Windows 10 will share your Wi-Fi password with your friends_„_ friends,"Simon Rockman reports: A Windows 10 feature,‘_Wi-Fi Sense, smells like a significant security risk: it shares access to password-protected Wi-Fi networks with the user&#8217;s contacts. So giving a wireless password to one person grants access to everyone who knows them. [&#8230;] Wi-Fi Sense doesn_„_t reveal the password to your family, friends, acquaintances, and the chap <a href='https://www.databreaches.net/windows-10-will-share-your-wi-fi-password-with-your-friends-friends/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 21:30:50 +0000",Commentaries and Analyses,Of Note,,,2015,,,,
Non-US,"Ca: Detour Gold warns former, current employees of data breach","Rachelle Younglai reports: Detour Gold Corp. is reaching out to former and current employees to tell them that their personal information may have been compromised due to a cyber attack. Detour, which operates one gold mine in Ontario, did not say when its server was hacked or how many employees have been affected by the <a href='https://www.databreaches.net/ca-detour-gold-warns-former-current-employees-of-data-breach/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 20:38:55 +0000",Business Sector,Exposure,Hack,,2015,,,,
US,JPMorgan Reassigns Security Team Leader a Year After Data Breach,"Jordan Robertson and Michael Riley report: The executive in charge of protecting JPMorgan Chase &#38; Co._„_s computer network from hackers has been reassigned, after a year on the job that included controversy over his handling of a massive data breach and the departure of several top security team members. Greg Rattray, a former US. Air <a href='https://www.databreaches.net/jpmorgan-reassigns-security-team-leader-a-year-after-data-breach/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 20:04:26 +0000",Financial Sector,Hack,,,2015,,,,
US,Ex-president of Charlotte car dealership receives 5 years probation in ID theft case,"Rick Rothacker reports: The former president of a Charlotte-based classic car dealership was sentenced last week to five years probation on federal mail fraud and identity theft charges, according to court documents filed in federal court in Cincinnati. For more than 22 years, Joseph M. Carroll used an Ohio man_„_s Social Security number to take <a href='https://www.databreaches.net/ex-president-of-charlotte-car-dealership-receives-5-years-probation-in-id-theft-case/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 19:06:18 +0000",ID Theft,,,,2015,,,,
US,TeamGhostShell is back_„_ with over 400 databases dumped,"Lee J. writes: If you remember‘_@TeamGhostShell‘_from pre 2013, then you are in for a surprise, almost exactly 2 years and 6 months away they have‘_returned with a rampage of leaked data from all sorts of websites. [&#8230;] So far there has been 444‘_different databases dumped from sites and sub-domains mostly being education and government ‘_based. <a href='https://www.databreaches.net/teamghostshell-is-back-with-over-400-databases-dumped/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 19:04:27 +0000",Hack,Of Note,,,2015,,,,
US,Spies Warned Feds About OPM Mega-Hack Danger,"Shane Harris reports: Five years ago, US. officials refused to merge a database containing classified personnel records of intelligence agency employees with another run by the Office of Personnel Management, fearing that if the two systems were linked up, it could expose the personal information of covert operatives to leakers and hackers. Those concerns look <a href='https://www.databreaches.net/spies-warned-feds-about-opm-mega-hack-danger/' class='excerpt-more'>[...]</a>","Tue, 30 Jun 2015 11:13:29 +0000",Government Sector,Hack,,,2015,,,,
US,Daniel Placek to plead guilty for role in creating Darkode,"Cary Spivak and Lucas Daprile report: A computer owned by Daniel Placek _„î a suburban Milwaukee man who helped create an‘_international malware marketplace‘__„î contained 74,190 credit card numbers and 297 bank account numbers when it was seized during an FBI raid in 2010, documents filed in federal court Friday state. The information is contained in <a href='https://www.databreaches.net/daniel-placek-to-plead-guilty-for-role-in-creating-darkode/' class='excerpt-more'>[...]</a>","Sat, 01 Aug 2015 02:14:47 +0000",Hack,ID Theft,Of Note,,2015,,,,
US,"North East Medical Services notifies over 69,000 patients whose information was on stolen laptop","On the evening of July 11th,‘_69,246 patients of North East Medical Services‘_(NEMS) in San Francisco had their protected health information stolen because an employee left their work‘_laptop with unencrypted PHI in the trunk of their car. The theft was reported to the police and the employee reset the login and password remotely, but the theft <a href='https://www.databreaches.net/north-east-medical-services-notifies-over-69000-patients-whose-information-was-on-stolen-laptop/' class='excerpt-more'>[...]</a>","Sat, 01 Aug 2015 01:29:50 +0000",Health Data,Of Note,Theft,,2015,,,,
US,NY: Restaurant server accused of stealing customers_„_ credit card info,"WNYT reports: A restaurant server is accused of stealing the credit card numbers of customers, then using it to buy things for herself. Molly Dutrow, 20, now faces forgery and identity theft charges. All of the alleged thefts happened during the first two weeks of July. Police say Dutrow was working at Lillian_„_s Restaurant in <a href='https://www.databreaches.net/ny-restaurant-server-accused-of-stealing-customers-credit-card-info/' class='excerpt-more'>[...]</a>","Fri, 31 Jul 2015 20:43:48 +0000",Business Sector,ID Theft,Insider,,2015,,,,
US,Personal health information in the wrong hands can be painful,"No wonder PHI is an attractive target for cyber criminals. It is relatively easy to get, and it gives them all the advantages of a stolen identity. And it is tough for defenders to protect data that is meant to be widely, and quickly, shared Read Taylor Armerding&#8217;s article on CSO‘_as to why protected health <a href='https://www.databreaches.net/personal-health-information-in-the-wrong-hands-can-be-painful/' class='excerpt-more'>[...]</a>","Fri, 31 Jul 2015 19:25:55 +0000",Commentaries and Analyses,Health Data,,,2015,,,,
US,"CT: Advanced Radiology Consulting, LLC notifies patients of breach","Shelton, CT _„_ July 24, 2015 _„_ Although unaware of any actual or attempted misuse of patient protected health information, on July 24, 2015, Advanced Radiology Consulting, LLC (_„ñARC_„ù) will provide written notice of a recent data event to a small subset of its patient population. ARC has established a confidential inquiry line that patients <a href='https://www.databreaches.net/ct-advanced-radiology-consulting-llc-notifies-patients-of-breach/' class='excerpt-more'>[...]</a>","Fri, 31 Jul 2015 17:05:45 +0000",Health Data,Insider,,,2015,,,,
